 sex row_number liters_drunk age drink check_number label
0 Ж  -2 77 Bugbeer 9774 1
592 ж 98.0 5678002 39 "Strong beer" 9526 0
593 - 57.0 3 38 Water 2096 1
594 Ж 75.0 4 66 Fanta 7757 0
595 ж 84.0 2 27 Bugbeer 7563 1
596 ж 31.0 4 39 Fanta 913 1
597 м 74.0 0 28 "Strong beer" 5581 0
598 м 69.0 1 64 Fanta 9270 1
599 M 63.0 3 60 Water 159 1
600 M 68.0 2845530 36 Bugbeer 9561 0
601 "Не указан" 94.0 4 18 Water 6154 0
602 M 76.0 30805662 49 Water 6234 1
603 M 86.0 2 69 Bugbeer 2019 0
604 - 55.0 -4 60 Cola 6721 1
605 M 82.0 4 17 Cola 9379 1
606 "Не указан" 30.0 5 61 Bugbeer 8177 1
607 ж 76.0 3 70 Cola 635 0
608 ж 77.0 0 70 Bugbeer 485 1
609 м 29.0 0 74 "Strong beer" 8935 1
610 M 13.0 4 18 Cola 8390 1
611 - 43.0 0 65 Fanta 4525 0
612 M 35.0 3 53 "Strong beer" 8919 0
613 Ж 94.0 5 48 Bugbeer 1481 1
614 м 85.0 5 79 Bugbeer 3363 1
615 ж 28.0 3 49 Bugbeer 3644 1
616 ж 19.0 4 11 Water 4538 1
617 Ж 75.0 5 29 "Strong beer" 3060 1
618 - 93.0 1 59 Bugbeer 854 0
619 м 10.0 2 12 Water 3768 1
620 Ж 50.0 1 38 Water 6042 0
621 "Не указан" 55.0 1 57 Water 6418 1
622 "Не указан"  1 39 Bugbeer 5564 1
623 - 42.0 0 16 Cola 3520 0
624 м 11.0 1 20 Water 8413 1
625 "Не указан" 82.0 86864920 64 Fanta 2439 0
626 M 7.0 1 47 Cola 5990 0
627 м 29.0 2 52 Bugbeer 2159 0
628 - 84.0 3 46 Water 2920 1
629 - 56.0 2 49 "Strong beer" 2264 1
630 M 57.0 2 32 Cola 646 0
631 м 74.0 5 42 Water 5957 0
632 м 28.0 2 20 Cola 365 1
633 M 26.0 0 57 Beerbeer 827 0
634 "Не указан" 36.0 3 76 Cola 9964 0
635 M 76.0 5 75 Water 16 0
636 M 50.0 3 14 Fanta 1562 0
637 M 75.0 3 34 "Strong beer" 3115 1
638 "Не указан" 51.0 1 64 Fanta 8085 1
639 "Не указан" 51.0 0 76 Water 7656 1
640 Ж 77.0 2 69 Water 8609 1
641 "Не указан" 34.0 2 57 Beerbeer 516 0
642 "Не указан" 48.0 5 72 Water 8430 1
643 M 42.0 5 13 Fanta 9545 1
644 - 91.0 1 63 Cola 1559 0
645 M 5.0 0 37 Bugbeer 4926 1
646 M 6.0 4 41 Fanta 5494 1
647 "Не указан" 67.0 68471419 38 Cola 2863 0
648 - 88.0 4 62 Bugbeer 1460 1
649 Ж 59.0 85475328 43 Cola 7046 1
650 "Не указан" 41.0 5 79 Water 1581 1
651 ж 58.0 -4 70 Fanta 8381 0
652 Ж 7.0 1 11 Cola 2720 1
653 Ж 100.0 0 70 Bugbeer 7384 1
654 м 62.0 4 71 Beerbeer 8019 1
655 Ж 98.0 2 31 Cola 7454 0
656 м 41.0 3 51 "Strong beer" 9635 1
657 M 99.0 1 53 "Strong beer" 207 1
658 - 59.0 4 14 Water 8487 1
659 м 9.0 1 31 Fanta 1583 0
660 ж 39.0 5 50 Water 2371 1
661 "Не указан" 68.0 0 64 Fanta 5703 1
662 Ж 9.0 5 74 Fanta 7581 1
663 ж 89.0 2 19 Cola 1166 1
664 "Не указан" 26.0 2 49 Cola 2459 1
665 M 34.0 4 37 "Strong beer" 1333 1
666 Ж 55.0 3 35 Fanta 3302 1
667 M 12.0 3 78 Beerbeer 671 1
668 Ж 68.0 0 79 "Strong beer" 3169 1
669 м 58.0 0 21 Fanta 4727 1
670 м 47.0 4 76 Water 7140 0
671 м 78.0 5 38 Beerbeer 904 1
672 "Не указан" 57.0 4 54 Fanta 9172 1
673 - 42.0 3 23 Beerbeer 8057 1
674 "Не указан" 74.0 4 27 "Strong beer" 2924 1
675 ж  0 27 Fanta 807 0
676 ж  0 62 Bugbeer 8566 0
677 м 56.0 3 74 Beerbeer 6700 1
678 м  46059896 76 Bugbeer 4519 1
679 м 80.0 1 26 Water 6061 0
680 м 77.0 3 77 "Strong beer" 251 0
681 Ж 61.0 1 31 Fanta 2329 1
682 M 100.0 91521249 30 Fanta 9812 0
683 "Не указан" 17.0 -1 58 Beerbeer 69 0
684 м  1 29 Beerbeer 3186 1
685 M 0.0 5 49 Cola 5770 1
686 "Не указан" 4.0 3 21 Cola 9321 1
687 - 31.0 4 10 Fanta 5138 1
688 ж 5.0 5 65 Beerbeer 1255 0
689 "Не указан" 34.0 5 31 Cola 1670 1
690 "Не указан" 79.0 2 78 Cola 5765 1
691 - 48.0 5 71 Fanta 3413 1
692 - 97.0 3 23 Water 9222 1
693 ж 57.0 -6 15 Water 9969 0
694 M 71.0 4 48 Beerbeer 2140 1
695 "Не указан" 99.0 0 72 Cola 7672 0
696 "Не указан" 43.0 0 53 Fanta 2153 0
697 м  4 44 Water 7154 0
698 - 78.0 2 52 Cola 5238 0
699 "Не указан" 21.0 1 17 Cola 5763 1
700 Ж 12.0 2 22 Bugbeer 2237 1
701 - 16.0 5 19 Fanta 1264 1
702 м 99.0 1 71 Cola 4343 0
703 - 86.0 0 29 Cola 9098 1
704 м 19.0 5 21 Fanta 3305 1
705 ж 69.0 2 10 Fanta 2269 0
706 ж 52.0 2 31 Cola 8685 0
707 Ж 70.0 4 62 Cola 6002 0
708 M 31.0 2 56 Beerbeer 4315 1
709 м 7.0 3 63 Beerbeer 6559 1
710 м 4.0 5 69 Water 1682 1
711 M 82.0 5 59 Bugbeer 1643 1
712 м 39.0 2 67 Water 4597 0
713 Ж 93.0 2 46 Bugbeer 6296 0
714 ж 59.0 0 36 "Strong beer" 8494 0
715 Ж 98.0 -4 23 Beerbeer 889 1
716 ж 88.0 2 48 Beerbeer 3367 1
717 м 26.0 -1 41 Cola 4297 1
718 м 58.0 -3 48 Water 1287 0
719 - 14.0 2 46 "Strong beer" 8134 1
720 - 48.0 2 65 Bugbeer 5658 1
721 M 61.0 1 35 Bugbeer 4012 1
722 M 62.0 4 69 Bugbeer 8671 1
723 "Не указан" 22.0 3 20 Cola 4669 0
724 Ж 72.0 5 54 Beerbeer 5917 0
725 ж  5 52 "Strong beer" 6544 0
726 м 83.0 3 63 Water 7227 1
727 "Не указан" 42.0 3 26 Cola 7523 0
728 - 91.0 4 52 Beerbeer 4623 1
729 "Не указан" 11.0 3 34 Water 8546 1
730 ж 78.0 0 11 Water 7846 1
731 м 100.0 2 42 "Strong beer" 7667 1
732 Ж 17.0 3 79 "Strong beer" 9132 1
733 м 4.0 3 29 Cola 3226 1
734 Ж 65.0 1 42 Beerbeer 4660 1
735 м 59.0 -3 76 Bugbeer 4280 0
736 M 28.0 3 34 Fanta 3609 0
737 - 8.0 3 60 Bugbeer 8549 1
738 м 91.0 1 59 Cola 2677 1
739 "Не указан" 2.0 2 16 Water 5562 1
740 Ж 31.0 -3 73 Beerbeer 1634 1
741 M 49.0 4 35 Cola 7745 1
742 M  38545569 59 Water 2637 1
743 м 31.0 0 75 Beerbeer 5512 1
744 M 65.0 5 80 Cola 4747 0
745 Ж 26.0 4 45 "Strong beer" 6935 1
746 M 63.0 0 44 Fanta 3928 1
747 м 57.0 0 15 Cola 3849 0
748 M 41.0 80941723 18 Cola 6319 1
749 м 98.0 3 60 "Strong beer" 2656 0
750 M 7.0 1 56 Cola 30 0
751 M 56.0 2 77 "Strong beer" 6947 0
752 - 0.0 3 57 Cola 1090 1
753 ж 9.0 1 12 Cola 1997 1
754 M 70.0 3 19 Cola 7502 0
755 M 65.0 5 26 Cola 5631 1
756 M 10.0 4 53 Cola 851 1
757 "Не указан" 12.0 5 44 Water 3930 1
758 Ж 5.0 3 42 Water 9528 0
759 м 88.0 -3 20 Fanta 3807 0
760 "Не указан" 100.0 4 76 "Strong beer" 8074 0
761 M 72.0 4 52 Water 8029 0
762 "Не указан" 21.0 5 70 Bugbeer 7172 0
763 M 64.0 3 27 Fanta 5320 1
764 м 20.0 0 32 Bugbeer 9017 1
765 M 65.0 1 17 Water 8180 1
766 ж 61.0 2 76 Water 1414 0
767 - 29.0 4 21 Cola 9489 0
768 M 97.0 4 17 Water 6681 1
769 - 22.0 1 79 Cola 6504 0
770 "Не указан" 72.0 2 12 Cola 6354 1
771 "Не указан" 31.0 5 80 Cola 3249 0
772 M 38.0 1 45 Bugbeer 1174 0
773 M 81.0 1 23 Cola 3427 0
774 - 11.0 2 16 Cola 196 0
775 ж 20.0 1 30 Water 5389 0
776 "Не указан" 45.0 5 36 Beerbeer 5739 1
777 м 83.0 5 78 Beerbeer 2415 0
778 Ж 48.0 0 27 "Strong beer" 6187 1
779 M 20.0 1 69 Cola 2176 1
780 ж 43.0 4 61 Bugbeer 7938 1
781 M 68.0 1 48 Water 4907 0
782 м 93.0 4 35 Water 8459 0
783 "Не указан" 33.0 2 23 "Strong beer" 4822 0
784 ж 44.0 3 28 "Strong beer" 6437 1
785 "Не указан" 56.0 2 50 Bugbeer 453 0
786 "Не указан"  5 53 Fanta 5621 0
787 ж 5.0 4 72 Fanta 8678 1
788 м 29.0 2 32 Fanta 974 1
789 - 65.0 0 64 Cola 2931 0
790 м 79.0 -2 44 Water 6458 0
791 "Не указан" 86.0 2 61 Bugbeer 4226 0
792 Ж 37.0 4 25 "Strong beer" 3896 1
793 ж 71.0 1 79 Fanta 6241 1
794 Ж 100.0 2 65 "Strong beer" 1005 0
795 Ж 39.0 4 15 Water 1168 0
796 "Не указан" 32.0 3 14 Water 5325 0
797 ж 72.0 3 25 Bugbeer 8252 0
798 ж 15.0 4 44 Fanta 3519 0
799 M 82.0 3 10 Fanta 3850 0
800 - 90.0 4 53 "Strong beer" 3453 0
801 - 25.0 1 16 Cola 4271 1
802 M 60.0 4 66 Water 9398 1
803 ж 25.0 2 21 "Strong beer" 6677 1
804 Ж 2.0 1 80 Bugbeer 379 0
805 ж 63.0 1 27 Fanta 2831 0
806 - 48.0 5 61 Beerbeer 3474 0
807 м 31.0 2 74 Water 218 0
808 Ж 9.0 0 52 Fanta 3861 1
809 "Не указан" 96.0 3 77 Water 4522 0
810 ж 99.0 3 62 Water 751 1
811 - 8.0 2 80 Water 7995 1
812 ж 2.0 4 24 Beerbeer 6270 1
813 м 47.0 2 62 Beerbeer 5279 1
814 - 15.0 1 57 "Strong beer" 5087 1
815 - 86.0 0 76 Beerbeer 4355 1
816 ж 31.0 0 68 Water 6719 0
817 ж 46.0 64477641 51 Beerbeer 9405 0
818 - 68.0 4 31 Cola 7015 0
819 ж 80.0 2 42 Fanta 1984 1
820 м 95.0 1 53 Cola 5067 0
821 Ж 13.0 1 33 Water 819 1
822 - 1.0 4 78 Beerbeer 2230 1
823 Ж 46.0 5 53 Cola 434 1
824 ж 42.0 5 75 Beerbeer 1729 1
825 M 47.0 97252463 23 Water 3052 1
826 м 32.0 2 18 Cola 3589 1
827 -  3 72 Water 8651 1
828 м 23.0 0 31 Cola 9183 0
829 - 77.0 2 25 Cola 1274 1
830 M 64.0 5 35 "Strong beer" 3711 1
831 - 47.0 0 78 Water 4633 1
832 M 63.0 3 65 Beerbeer 9125 0
833 ж 17.0 0 17 Cola 8001 0
834 "Не указан" 93.0 0 56 Water 3251 1
835 Ж 59.0 1 38 Beerbeer 2081 1
836 ж 100.0 1 20 Water 8384 0
837 "Не указан" 96.0 54152875 23 Water 5312 0
838 - 67.0 5 42 Bugbeer 8410 1
839 "Не указан" 61.0 4 56 Fanta 1347 0
840 "Не указан" 26.0 1 14 Fanta 2823 0
841 M 62.0 86678179 70 Water 7246 1
842 "Не указан" 59.0 0 46 Cola 546 0
843 "Не указан" 80.0 0 54 Water 9995 0
844 - 81.0 1 20 Fanta 7713 1
845 "Не указан" 100.0 5 10 Cola 4261 1
846 "Не указан" 60.0 3 47 Fanta 5493 1
847 - 9.0 3 73 Fanta 5649 0
848 M 7.0 -3 10 Fanta 2848 0
849 Ж 5.0 4 21 Fanta 6094 1
850 M 17.0 2 64 Beerbeer 9440 1
851 M 78.0 4 59 Bugbeer 7999 1
852 ж 7.0 5 22 Water 5780 1
853 "Не указан" 64.0 2 79 "Strong beer" 7556 0
854 M 30.0 2 35 Beerbeer 6674 1
855 Ж 30.0 1 24 Beerbeer 2475 0
856 M 17.0 5 76 Beerbeer 4719 1
857 ж 12.0 4 10 Fanta 5567 0
858 M 84.0 3 26 Beerbeer 708 1
859 M  2 51 Cola 403 0
860 M 16.0 0 22 Cola 6891 0
861 "Не указан" 38.0 2 53 Fanta 5378 1
862 M 46.0 5 68 Bugbeer 3833 1
863 "Не указан" 23.0 1 10 Water 9659 0
864 M 38.0 1 47 Water 8997 0
865 Ж 69.0 1 36 Beerbeer 1817 0
866 м  5 58 Water 9445 0
867 "Не указан" 73.0 2 18 Fanta 392 0
868 M 90.0 -4 38 "Strong beer" 5822 1
869 Ж 17.0 -1 41 Water 5481 1
870 ж 90.0 3 76 Water 1855 0
871 м 37.0 4 40 Fanta 4145 1
872 "Не указан" 1.0 0 42 Fanta 5798 1
873 м 99.0 0 68 Beerbeer 5393 1
874 м 45.0 3 44 Cola 8415 1
875 ж 18.0 0 25 Bugbeer 6960 0
876 M 2.0 2 19 Water 7032 1
877 ж 14.0 2 28 Cola 5288 1
878 "Не указан" 66.0 0 69 Fanta 2374 1
879 "Не указан"  2 21 Fanta 7361 1
880 M 38.0 0 80 Bugbeer 9122 1
881 "Не указан" 38.0 5 53 Cola 8937 0
882 ж 8.0 3 26 "Strong beer" 4094 0
883 ж  4 69 Water 1934 0
884 ж 1.0 3 42 Bugbeer 7673 0
885 ж 11.0 4 77 "Strong beer" 2811 1
886 "Не указан"  1 55 Water 8260 0
887 Ж 0.0 1 10 Fanta 9060 1
888 ж 70.0 3 67 Bugbeer 5486 1
889 M 67.0 5 34 Beerbeer 8438 1
890 "Не указан" 81.0 2 27 Fanta 432 1
891 "Не указан" 100.0 36846327 53 Beerbeer 7675 1
892 Ж 97.0 0 66 Bugbeer 8366 1
893 ж 43.0 4 28 Bugbeer 5451 1
894 ж 4.0 4 14 Cola 2602 1
895 ж 0.0 3 31 "Strong beer" 7642 1
896 Ж 14.0 3 25 Water 6566 0
897 Ж 5.0 2 72 Beerbeer 5398 1
898 ж 31.0 4 38 Fanta 7838 1
899 ж 54.0 5 17 Water 6033 1
900 - 83.0 0 41 Bugbeer 4415 0
901 "Не указан" 34.0 0 15 Fanta 3604 1
902 M  3 47 Water 6261 1
903 "Не указан" 14.0 0 52 Fanta 767 1
904 Ж 94.0 2 48 Water 3277 0
905 м 60.0 0 23 Bugbeer 435 0
906 M 46.0 0 61 Beerbeer 3388 1
907 M 8.0 2 78 Cola 8861 1
908 м 5.0 3 68 Bugbeer 5329 1
909 Ж 97.0 5 58 Beerbeer 5222 1
910 ж 15.0 0 64 Fanta 5634 1
911 "Не указан" 59.0 4 55 Water 8860 1
912 Ж 89.0 8860080 49 Bugbeer 9631 0
913 ж 0.0 3 27 Water 1960 1
914 ж 43.0 1 21 Cola 591 0
915 M 80.0 5 10 Cola 1188 1
916 м 16.0 4 68 Beerbeer 1212 0
917 м 91.0 3 75 Water 9832 0
918 ж 53.0 1 68 "Strong beer" 8032 0
919 - 81.0 4 73 Cola 4686 0
920 M 38.0 1 73 Bugbeer 588 0
921 "Не указан" 64.0 5 59 Cola 914 1
922 м 17.0 4 67 Fanta 7679 0
923 ж  0 64 Water 8713 0
924 ж 2.0 0 35 Cola 2391 1
925 ж 69.0 3 76 "Strong beer" 5610 0
926 - 27.0 2 59 Water 1916 0
927 ж 99.0 1 25 Cola 4691 0
928 Ж 5.0 1 71 "Strong beer" 3282 1
929 Ж 24.0 0 16 Water 4228 1
930 - 11.0 4 33 Cola 7991 1
931 м 72.0 5 12 Fanta 7210 1
932 M 27.0 2 45 Water 2508 1
933 M 88.0 2 73 Beerbeer 1298 0
934 - 21.0 4 45 Fanta 9667 1
935 м 30.0 1 65 Bugbeer 5155 0
936 ж 33.0 1 37 Water 2410 0
937 Ж 35.0 5 16 Fanta 6849 1
938 ж 44.0 2 39 Cola 2626 0
939 ж 46.0 4 18 Water 5878 1
940 м 15.0 -4 11 Cola 8508 1
941 "Не указан" 14.0 3 55 Bugbeer 256 1
942 - 27.0 3 39 Fanta 3819 1
943 M 44.0 1 56 Fanta 5133 1
944 - 9.0 49914763 57 Water 1733 0
945 - 36.0 3 25 "Strong beer" 8271 1
946 M 30.0 2 21 "Strong beer" 6865 0
947 ж 20.0 3 71 Fanta 7819 1
948 M 16.0 0 44 "Strong beer" 6464 1
949 Ж 89.0 0 18 Cola 8848 1
950 Ж 76.0 0 35 Cola 4099 1
951 - 79.0 70723880 41 Beerbeer 3503 1
952 M 79.0 1 26 Beerbeer 3182 0
953 Ж  -2 70 "Strong beer" 2290 1
954 Ж 27.0 3 62 Cola 7834 0
955 м 96.0 4 19 Cola 263 1
956 Ж 39.0 0 50 Bugbeer 1465 0
957 Ж 80.0 2 46 "Strong beer" 276 0
958 "Не указан"  80761666 50 Bugbeer 9673 0
959 Ж 95.0 2 25 Fanta 8529 0
960 M 28.0 0 70 Beerbeer 2118 1
961 м 11.0 1 25 Water 8763 1
962 м 83.0 0 54 Beerbeer 2207 1
963 ж 27.0 0 75 Water 6265 1
964 м 2.0 0 65 Beerbeer 1157 0
965 Ж 66.0 3 74 Cola 5809 1
966 ж 73.0 2 56 Cola 3206 1
967 "Не указан" 67.0 14628497 52 Water 8383 0
968 M 71.0 2 70 Cola 9028 0
969 ж 91.0 5 59 Beerbeer 3876 1
970 - 15.0 3 72 Cola 6367 0
971 - 86.0 4 16 Cola 6087 1
972 M 23.0 2 75 Bugbeer 9048 0
973 ж 70.0 2 57 "Strong beer" 6999 1
974 м 75.0 1 57 Bugbeer 4683 0
975 м 38.0 0 68 Beerbeer 7567 1
976 "Не указан" 15.0 2 10 Water 3762 1
977 M 35.0 4 75 "Strong beer" 753 1
978 ж 7.0 3 22 Cola 8473 0
979 M 82.0 2 54 Cola 5963 0
980 м  0 22 Beerbeer 1651 1
981 M 77.0 2 75 "Strong beer" 5992 1
982 Ж 6.0 4 10 Cola 7335 1
983 M 96.0 2 70 Cola 49 0
984 "Не указан" 9.0 2 41 "Strong beer" 2562 1
985 -  4 55 Water 6576 1
986 Ж 27.0 4 27 Water 6343 0
987 ж 44.0 5 31 Fanta 700 1
988 м 83.0 5 67 Cola 185 0
989 Ж 100.0 1 23 Fanta 3346 1
990 - 42.0 0 10 Fanta 7974 1
991 M 60.0 1 29 Fanta 1633 0
992 - 38.0 80221411 28 Bugbeer 6657 1
993 м 50.0 2 44 Fanta 2733 0
994 Ж 56.0 -6 75 Bugbeer 2359 1
995 M 88.0 5 54 Beerbeer 1675 1
996 M 44.0 0 79 Beerbeer 4532 0
997 - 75.0 4 39 "Strong beer" 1328 1
998 Ж 40.0 5 30 Cola 9040 1
999 Ж 3.0 1 33 Beerbeer 8151 1
1000 M 21.0 4 32 Cola 957 1
1001 м 4.0 5 17 Fanta 7371 1
1002 ж 46.0 4 68 "Strong beer" 1989 0
1003 M 46.0 0 69 Water 8564 1
1004 Ж 64.0 1 40 Beerbeer 4319 1
1005 ж 6.0 0 58 Bugbeer 1024 1
1006 M 93.0 0 78 Water 7612 0
1007 м 7.0 13926530 45 "Strong beer" 3050 0
1008 м 82.0 0 28 Beerbeer 9237 1
1009 M 8.0 3 21 Beerbeer 4911 1
1010 - 12.0 3 70 Fanta 6021 1
1011 M 82.0 0 51 Bugbeer 9550 1
1012 - 21.0 1 16 Fanta 2257 1
1013 - 81.0 2 43 Cola 8254 1
1014 м 54.0 0 41 Cola 8669 1
1015 м 97.0 3 65 Water 3639 0
1016 "Не указан"  0 56 Cola 4456 1
1017 м 25.0 5 61 Fanta 8552 1
1018 м 72.0 3 70 Water 17 1
1019 - 32.0 4 31 Bugbeer 1232 1
1020 м 12.0 54251116 56 Cola 4026 1
1021 M 31.0 1 43 Water 7474 1
1022 ж 32.0 3 66 Cola 2056 1
1023 Мужчина 54.0 1 31 Fanta 8152 1
1024 "Не указан" 85.0 1 61 "Strong beer" 554 0
1025 M 32.0 0 39 Cola 4729 1
1026 Ж 83.0 0 77 "Strong beer" 7377 0
1027 ж 59.0 2 71 Beerbeer 4654 1
1028 Ж 0.0 2 27 "Strong beer" 6720 1
1029 - 18.0 3 15 Fanta 7852 1
1030 - 3.0 0 29 Bugbeer 9863 0
1031 ж 63.0 3 17 Water 5589 0
1032 - 95.0 2 69 Fanta 8300 1
1033 M 66.0 1 38 Cola 9790 0
1034 ж 99.0 5 12 Fanta 8103 1
1035 M 45.0 5 65 Bugbeer 8504 0
1036 ж  1 37 "Strong beer" 1108 0
1037 Ж 76.0 3 45 Cola 7415 1
1038 - 65.0 1 49 Bugbeer 888 1
1039 Ж 11.0 4 77 Cola 6288 0
1040 ж 53.0 0 30 Bugbeer 6883 1
1041 ж 63.0 5 49 Beerbeer 5212 1
1042 - 52.0 5 76 Beerbeer 1662 0
1043 - 40.0 5 69 "Strong beer" 6366 0
1044 "Не указан" 7.0 2 52 Fanta 52 1
1045 ж 56.0 2 31 Beerbeer 8853 1
1046 "Не указан" 52.0 3 71 Bugbeer 2679 1
1047 Ж 23.0 4 54 Fanta 4700 1
1048 м 26.0 1 67 Beerbeer 4874 1
1049 M 10.0 1 38 Bugbeer 5829 1
1050 "Не указан" 79.0 5 30 Cola 1860 0
1051 м 7.0 5 60 Fanta 5752 1
1052 - 14.0 5 19 Fanta 3079 0
1053 M 42.0 0 48 Cola 2842 0
1054 - 88.0 0 78 Cola 8871 1
1055 M 93.0 3 34 Cola 4770 1
1056 м 88.0 4 52 Fanta 9670 1
1057 "Не указан" 45.0 4 53 "Strong beer" 673 0
1058 Ж 91.0 0 65 Cola 4075 0
1059 м 87.0 0 43 Water 1933 0
1060 м 56.0 5 80 Fanta 7445 1
1061 Ж 57.0 3 75 Beerbeer 2138 0
1062 "Не указан" 63.0 0 40 Water 4684 1
1063 ж 9.0 2 30 Fanta 927 1
1064 Ж 81.0 2 11 Water 9575 0
1065 Ж 44.0 2 31 Water 9664 0
1066 - 74.0 4 68 Beerbeer 7933 0
1067 "Не указан" 14.0 5 14 Fanta 2855 1
1068 Ж 20.0 2 62 Fanta 3398 0
1069 ж 100.0 5 67 Beerbeer 6067 1
1070 "Не указан" 39.0 0 61 Cola 9497 0
1071 "Не указан" 25.0 0 15 Water 1369 0
1072 ж 21.0 3 78 Bugbeer 7160 0
1073 м 25.0 3 20 Fanta 5327 0
1074 - 5.0 0 23 Bugbeer 4110 1
1075 M 79.0 0 10 Cola 4479 1
1076 ж 88.0 2 21 Bugbeer 8900 1
1077 "Не указан" 93.0 4 29 Cola 9656 0
1078 ж 11.0 5 41 Water 9302 1
1079 м 54.0 3 62 Cola 1978 1
1080 м 79.0 5 44 Bugbeer 5611 1
1081 M 48.0 -2 55 Bugbeer 2605 1
1082 "Не указан" 64.0 2 46 Cola 1801 1
1083 Ж 20.0 4 67 Fanta 4250 1
1084 "Не указан" 51.0 1 63 "Strong beer" 6018 0
1085 ж 29.0 2 45 Cola 6075 0
1086 ж 62.0 5 18 Water 3678 1
1087 ж 36.0 4 51 Bugbeer 2760 0
1088 - 29.0 1 64 Bugbeer 7741 1
1089 M 49.0 5 79 "Strong beer" 9211 1
1090 M 39.0 3 72 Fanta 8633 0
1091 M 16.0 5 34 Water 2127 1
1092 ж 86.0 3 47 Cola 4272 1
1093 - 49.0 2 63 Bugbeer 1079 1
1094 Ж 96.0 1 32 Fanta 4784 1
1095 "Не указан" 37.0 4 66 Beerbeer 5675 0
1096 - 80.0 0 32 Cola 3009 0
1097 "Не указан" 95.0 5 66 Cola 2664 0
1098 ж 58.0 1 68 Cola 9493 1
1099 м 40.0 2 24 Water 3333 0
1100 "Не указан" 85.0 4 13 Fanta 8816 0
1101 ж 91.0 5 63 Bugbeer 8357 1
1102 Ж 99.0 1 27 "Strong beer" 212 0
1103 м 87.0 1 33 Water 44 1
1104 M 64.0 4 54 Bugbeer 4422 0
1105 "Не указан" 88.0 4 36 Water 9399 0
1106 - 16.0 0 29 Beerbeer 3587 0
1107 - 54.0 4 38 Fanta 9385 0
1108 м 23.0 3 36 Fanta 6346 0
1109 M 68.0 3 74 Bugbeer 7861 1
1110 - 68.0 2 39 Fanta 328 1
1111 M 34.0 1 11 Cola 2896 1
1112 - 18.0 1 49 "Strong beer" 8986 1
1113 "Не указан" 44.0 2 40 "Strong beer" 8214 0
1114 M 23.0 1 25 "Strong beer" 3895 1
1115 M 96.0 3 40 Water 5854 0
1116 M 6.0 4 70 Cola 7336 1
1117 ж 62.0 4 42 "Strong beer" 3148 1
1118 - 11.0 3 77 Water 8591 0
1119 - 34.0 0 12 Cola 3188 1
1120 ж  0 75 "Strong beer" 3482 0
1121 M 19.0 2 28 Fanta 6510 1
1122 ж 9.0 5 59 Fanta 9504 0
1123 "Не указан" 79.0 4 59 Cola 3059 0
1124 M 20.0 3 27 Water 3968 1
1125 ж  0 23 Cola 9052 1
1126 M 88.0 4 43 Water 289 0
1127 - 72.0 3 78 Beerbeer 1890 1
1128 "Не указан" 15.0 4 73 Beerbeer 3605 1
1129 M 54.0 3 78 Beerbeer 9448 0
1130 M 80.0 3 57 Cola 4010 0
1131 ж 47.0 4 77 Bugbeer 4831 0
1132 Ж 16.0 5 64 Bugbeer 4547 0
1133 м 34.0 1 80 Cola 9037 1
1134 Ж 41.0 4 36 Water 3036 0
1135 "Не указан" 60.0 85777689 24 Bugbeer 8745 1
1136 - 24.0 0 65 Cola 5191 1
1137 - 5.0 5 76 Bugbeer 4209 1
1138 "Не указан" 33.0 3 26 Water 9983 1
1139 M 91.0 1 38 Beerbeer 2322 0
1140 - 45.0 2 65 Water 4549 1
1141 ж 10.0 3 66 Water 3140 0
1142 ж 20.0 1 31 Cola 8156 0
1143 м 91.0 4 32 Fanta 5063 0
1144 м 3.0 2 13 Cola 7472 1
1145 "Не указан"  22869974 62 Cola 9679 1
1146 - 17.0 4 67 Bugbeer 9922 1
1147 "Не указан" 55.0 3 26 "Strong beer" 7898 0
1148 - 1.0 1 41 Fanta 7251 1
1149 "Не указан" 39.0 0 12 Cola 4767 0
1150 M 26.0 0 66 Fanta 766 1
1151 м 17.0 1 23 "Strong beer" 6867 1
1152 - 65.0 2 38 Fanta 3798 0
1153 M 58.0 -4 63 Beerbeer 62 0
1154 м 61.0 3 10 Water 2722 0
1155 Ж 82.0 5 27 Bugbeer 3099 1
1156 - 9.0 3 18 Fanta 3916 0
1157 M 87.0 4 62 Fanta 1178 1
1158 "Не указан" 81.0 2 68 Beerbeer 4475 0
1159 м 13.0 0 40 Fanta 3370 1
1160 Ж 18.0 0 53 Bugbeer 8561 1
1161 ж 70.0 2 57 "Strong beer" 5283 1
1162 "Не указан" 17.0 1 73 "Strong beer" 9142 1
1163 "Не указан" 50.0 3 27 Beerbeer 8882 1
1164 Ж 44.0 3 50 "Strong beer" 9081 0
1165 м 81.0 4 12 Water 6441 0
1166 M  2 41 Beerbeer 1929 0
1167 - 95.0 2 76 Beerbeer 1742 1
1168 - 4.0 0 67 Beerbeer 892 0
1169 Ж 97.0 1 13 Fanta 9552 0
1170 м 3.0 5 24 "Strong beer" 6753 1
1171 Ж 89.0 5 30 Fanta 9044 1
1172 "Не указан" 35.0 0 47 Beerbeer 9050 0
1173 м 20.0 3 46 "Strong beer" 3336 1
1174 - 86.0 0 36 Water 4565 0
1175 Ж 37.0 5 46 Water 2345 0
1176 "Не указан" 28.0 0 26 Fanta 3745 0
1177 м 23.0 1 80 Water 2451 0
1178 ж 91.0 3 40 Beerbeer 7489 1
1179 ж 55.0 1 56 Cola 6435 0
